logLik,AICc,dLogLik,dAICc,df,weight,model
-54.991343133601845,121.61904990356733,8.177588028149927,0,4,0.7788820474509652,m2a
-54.95181211570815,125.9036242314163,8.21711904604362,4.284574327848972,5,0.09142989055529503,m2
-59.38337760918186,126.76675521836373,3.785553552569908,5.147705314796397,3,0.05938293892749193,m2c
-57.92812378236789,127.49261120109942,5.240807379383881,5.873561297532092,4,0.04130894119252376,m2b
-60.147816380453435,128.29563276090687,3.021114781298337,6.67658285733954,3,0.02764840913193611,m2e
-63.16893116175177,134.33786232350354,0,12.718812419936214,3,0.0013477727417878925,m2d
