panel,site,age,lat,temp,salinity,rugosity,richness,sh_diversity,rugosity_raw,rug1,rug2,age_factor,logrug,ar_bryo,col_asc,sol_asc,sabellids,sponge,open_space,total_cover,ocean,temp_mean,sal_mean,estimate,total_richness
2021_USA-SFB_90d_14,SFB,90,37.81,18.41,39.5,0.675431523,16,1.999351,0.675431523,1.4805349853355898,0.324568477,90,-1.1252587419877567,38,41,11,0,0,7.000000000000001,93,Pacific,17.793333333333333,32.43333333333334,1.2424603174603173,28
2021_USA-SFB_90d_15,SFB,90,37.81,18.41,39.5,0.697597583,13,1.347456,0.697597583,1.4334912052010365,0.30240241700000003,90,-1.195996641983833,57,32,2,0,0,9,91,Pacific,17.793333333333333,32.43333333333334,1.2424603174603173,28
2021_USA-SFB_90d_16,SFB,90,37.81,18.41,39.5,0.666182714,12,1.490563,0.666182714,1.501089684533604,0.33381728600000005,90,-1.0971614835949253,49,44,0,0,3,2,98,Pacific,17.793333333333333,32.43333333333334,1.2424603174603173,28
2021_USA-SFB_90d_17,SFB,90,37.81,18.41,39.5,0.709643079,13,1.792635,0.709643079,1.409159096442058,0.290356921,90,-1.2366443506994176,53,19,18,0,3,5,95,Pacific,17.793333333333333,32.43333333333334,1.2424603174603173,28
2021_USA-SFB_90d_18,SFB,90,37.81,18.41,39.5,0.700045934,14,1.481937,0.700045934,1.4284776918652884,0.29995406599999996,90,-1.2041259293823126,61,20,16,0,0,2,98,Pacific,17.793333333333333,32.43333333333334,1.2424603174603173,28
2021_USA-TMA_30d_01,TMA,30,27.84,29.31,29.32,0.994443244,6,1.3880755,0.994443244,1.0055878060749337,0.0055567560000000515,30,-5.1927407942321215,0,0,0,0,0,14.000000000000002,86,Atlantic,29.866666666666667,31.806666666666665,1.2138888888888888,10
2021_USA-TMA_30d_02,TMA,30,27.84,29.31,29.32,0.997035048,6,1.2113622,0.997035048,1.002973769082589,0.0029649520000000207,30,-5.820894435533634,0,0,0,0,0,17,83,Atlantic,29.866666666666667,31.806666666666665,1.2138888888888888,10
2021_USA-TMA_30d_03,TMA,30,27.84,29.31,29.32,0.996495288,5,1.0398737,0.996495288,1.003517038206005,0.003504712000000021,30,-5.653646930202536,0,0,0,0,0,4,96,Atlantic,29.866666666666667,31.806666666666665,1.2138888888888888,10
2021_USA-TMA_30d_04,TMA,30,27.84,29.31,29.32,0.991461701,4,1.1735945,0.991461701,1.0086118293741333,0.008538299000000027,30,-4.76319347134856,0,0,0,0,0,1,99,Atlantic,29.866666666666667,31.806666666666665,1.2138888888888888,10
2021_USA-TMA_30d_05,TMA,30,27.84,29.31,29.32,0.994953069,5,1.1344489,0.994953069,1.005072531717574,0.005046930999999977,30,-5.288974943205485,0,0,0,0,0,6,94,Atlantic,29.866666666666667,31.806666666666665,1.2138888888888888,10
2021_USA-TMA_30d_06,TMA,30,27.84,29.31,29.32,0.991040764,5,0.9893925,0.991040764,1.009040229550033,0.008959236000000037,30,-4.715070323487947,0,0,0,0,0,15,85,Atlantic,29.866666666666667,31.806666666666665,1.2138888888888888,10
2021_USA-TMA_60d_07,TMA,60,27.84,29.8,29.88,0.978115417,6,1.4437574,0.978115417,1.0223742337761352,0.021884582999999957,60,-3.8219728626674887,0,0,0,0,0,31,69,Atlantic,29.866666666666667,31.806666666666665,1.2138888888888888,10
2021_USA-TMA_60d_08,TMA,60,27.84,29.8,29.88,NA,6,1.4262875,NA,NA,NA,60,NA,0,0,0,0,0,10,90,Atlantic,29.866666666666667,31.806666666666665,1.2138888888888888,10
2021_USA-TMA_60d_09,TMA,60,27.84,29.8,29.88,0.959189792,5,1.3099733,0.959189792,1.0425465411958847,0.040810208000000014,60,-3.1988230327874083,0,0,0,0,0,14.000000000000002,86,Atlantic,29.866666666666667,31.806666666666665,1.2138888888888888,10
2021_USA-TMA_60d_10,TMA,60,27.84,29.8,29.88,0.956407827,5,1.2703157,0.956407827,1.0455790634176816,0.043592172999999956,60,-3.132877663091121,0,0,0,0,0,12,88,Atlantic,29.866666666666667,31.806666666666665,1.2138888888888888,10
2021_USA-TMA_60d_11,TMA,60,27.84,29.8,29.88,0.977083784,5,1.3372275,0.977083784,1.0234536857281422,0.022916216000000045,60,-3.775910496751477,0,0,0,0,0,14.000000000000002,86,Atlantic,29.866666666666667,31.806666666666665,1.2138888888888888,10
2021_USA-TMA_60d_12,TMA,60,27.84,29.8,29.88,0.980055566,5,1.2729541,0.980055566,1.020350309402763,0.01994443400000001,60,-3.9148051720670396,0,0,0,0,0,5,95,Atlantic,29.866666666666667,31.806666666666665,1.2138888888888888,10
2021_USA-TMA_90d_13,TMA,90,27.84,30.49,36.22,0.931949344,6,1.2793368,0.931949344,1.073019694083287,0.06805065600000004,90,-2.6875029099605157,0,0,0,0,0,19,81,Atlantic,29.866666666666667,31.806666666666665,1.2138888888888888,10
2021_USA-TMA_90d_14,TMA,90,27.84,30.49,36.22,0.962230431,6,1.6602849,0.962230431,1.0392521040524023,0.03776956899999995,90,-3.2762515534957695,0,0,0,0,0,33,67,Atlantic,29.866666666666667,31.806666666666665,1.2138888888888888,10
2021_USA-TMA_90d_15,TMA,90,27.84,30.49,36.22,0.951846586,5,1.3388131,0.951846586,1.050589469677417,0.04815341399999995,90,-3.0333632398247414,0,0,0,0,0,9,91,Atlantic,29.866666666666667,31.806666666666665,1.2138888888888888,10
2021_USA-TMA_90d_16,TMA,90,27.84,30.49,36.22,0.956235098,5,1.2936679,0.956235098,1.0457679310156425,0.04376490200000005,90,-3.128923107032505,0,0,0,0,0,13,87,Atlantic,29.866666666666667,31.806666666666665,1.2138888888888888,10
2021_USA-TMA_90d_17,TMA,90,27.84,30.49,36.22,0.953567872,6,1.3336929,0.953567872,1.048693049926917,0.04643212799999996,90,-3.0697636455646564,0,0,0,0,0,13,87,Atlantic,29.866666666666667,31.806666666666665,1.2138888888888888,10
2021_USA-TMA_90d_18,TMA,90,27.84,30.49,36.22,0.955610471,5,1.3932386,0.955610471,1.046451488704962,0.04438952900000004,90,-3.1147516706903438,0,0,0,0,0,17,83,Atlantic,29.866666666666667,31.806666666666665,1.2138888888888888,10
2021_USA-VAS_30d_01,VAS,30,37.29,27.23,30.8,0.95674136,6,1.5384453,0.95674136,1.0452145603906995,0.043258640000000015,30,-3.1405582967692482,17,47,0,1,0,16,84,Atlantic,26.28333333333333,30.666666666666668,1.372222222222222,16
2021_USA-VAS_30d_02,VAS,30,37.29,27.23,30.8,0.902006753,7,1.4049148,0.902006753,1.1086391500663189,0.097993247,30,-2.322856710849107,52,28,0,0,6,6,94,Atlantic,26.28333333333333,30.666666666666668,1.372222222222222,16
2021_USA-VAS_30d_03,VAS,30,37.29,27.23,30.8,NA,8,1.6692044,NA,NA,NA,30,NA,22,32,10,0,0,23,77,Atlantic,26.28333333333333,30.666666666666668,1.372222222222222,16
2021_USA-VAS_30d_04,VAS,30,37.29,27.23,30.8,0.884460358,10,1.6045126,0.884460358,1.1306329231773211,0.115539642,30,-2.158141587127846,36,25,1,1,2,15,85,Atlantic,26.28333333333333,30.666666666666668,1.372222222222222,16
2021_USA-VAS_30d_05,VAS,30,37.29,27.23,30.8,0.927570436,5,1.003627,0.927570436,1.0780852441916335,0.072429564,30,-2.6251407203981563,72,0,1,0,19,0,100,Atlantic,26.28333333333333,30.666666666666668,1.372222222222222,16
2021_USA-VAS_30d_06,VAS,30,37.29,27.23,30.8,0.929339166,10,1.380319,0.929339166,1.076033418783084,0.070660834,30,-2.6498638341205094,53,6,2,0,3,8,92,Atlantic,26.28333333333333,30.666666666666668,1.372222222222222,16
2021_USA-VAS_60d_07,VAS,60,37.29,27.83,30.2,0.883561164,8,1.1621242,0.883561164,1.131783560373869,0.11643883600000005,60,-2.1503891567194344,17,63,6,1,6,0,100,Atlantic,26.28333333333333,30.666666666666668,1.372222222222222,16
2021_USA-VAS_60d_08,VAS,60,37.29,27.83,30.2,0.893314816,5,0.9252842,0.893314816,1.1194261889416597,0.10668518400000004,60,-2.2378729869232106,38,55.00000000000001,4,0,0,1,99,Atlantic,26.28333333333333,30.666666666666668,1.372222222222222,16
2021_USA-VAS_60d_09,VAS,60,37.29,27.83,30.2,0.833463831,9,1.1084863,0.833463831,1.1998121127826122,0.166536169,60,-1.7925427619216947,14.000000000000002,66,15,1,0,1,99,Atlantic,26.28333333333333,30.666666666666668,1.372222222222222,16
2021_USA-VAS_60d_10,VAS,60,37.29,27.83,30.2,0.765904132,7,1.1398611,0.765904132,1.3056464356559967,0.23409586800000004,60,-1.4520245552177218,17,55.00000000000001,23,1,0,1,99,Atlantic,26.28333333333333,30.666666666666668,1.372222222222222,16
2021_USA-VAS_60d_11,VAS,60,37.29,27.83,30.2,0.808147761,9,0.9035863,0.808147761,1.2373974763756106,0.19185223900000004,60,-1.6510297917813053,18,68,12,0,0,0,100,Atlantic,26.28333333333333,30.666666666666668,1.372222222222222,16
2021_USA-VAS_60d_12,VAS,60,37.29,27.83,30.2,0.90060678,6,0.9588623,0.90060678,1.1103625047104353,0.09939321999999995,60,-2.3086713769014993,32,61,1,1,0,1,99,Atlantic,26.28333333333333,30.666666666666668,1.372222222222222,16
2021_USA-VAS_90d_13,VAS,90,37.29,23.79,31,NA,7,1.245899,NA,NA,NA,90,NA,18,41,24,0,0,11,89,Atlantic,26.28333333333333,30.666666666666668,1.372222222222222,16
2021_USA-VAS_90d_14,VAS,90,37.29,23.79,31,0.775824292,9,1.1447143,0.775824292,1.288951648345654,0.22417570799999997,90,-1.495325123902108,21,72,3,0,0,2,98,Atlantic,26.28333333333333,30.666666666666668,1.372222222222222,16
2021_USA-VAS_90d_15,VAS,90,37.29,23.79,31,0.83693022,8,0.5785081,0.83693022,1.1948427432815127,0.16306978000000005,90,-1.8135770716237385,7.000000000000001,87,1,1,0,2,98,Atlantic,26.28333333333333,30.666666666666668,1.372222222222222,16
2021_USA-VAS_90d_16,VAS,90,37.29,23.79,31,NA,8,1.2881869,NA,NA,NA,90,NA,22,58,17,2,0,0,100,Atlantic,26.28333333333333,30.666666666666668,1.372222222222222,16
2021_USA-VAS_90d_17,VAS,90,37.29,23.79,31,0.705369973,8,0.7030468,0.705369973,1.4176957317121295,0.29463002699999996,90,-1.2220348555039864,11,83,5,0,0,1,99,Atlantic,26.28333333333333,30.666666666666668,1.372222222222222,16
2021_USA-VAS_90d_18,VAS,90,37.29,23.79,31,0.801780885,7,0.809228,0.801780885,1.2472235478649507,0.198219115,90,-1.6183822187496935,7.000000000000001,73,1,0,0,6,94,Atlantic,26.28333333333333,30.666666666666668,1.372222222222222,16
2021_USA-WAS_30d_01,WAS,30,48.55,11.75,29,0.998549049,1,0,0.998549049,1.0014530593178703,0.0014509510000000336,30,-6.535536075464197,0,0,0,0,0,98,2,Pacific,11.743333333333332,29.933333333333334,0.06666666666666665,6
2021_USA-WAS_30d_02,WAS,30,48.55,11.75,29,0.999358275,1,0,0.999358275,1.0006421370754148,6.417250000000374e-4,30,-7.351350694951512,0,0,0,0,0,98,2,Pacific,11.743333333333332,29.933333333333334,0.06666666666666665,6
2021_USA-WAS_30d_03,WAS,30,48.55,11.75,29,0.996378731,1,0,0.996378731,1.0036344302495956,0.003621269000000038,30,-5.6209307620874265,0,0,0,0,0,99,1,Pacific,11.743333333333332,29.933333333333334,0.06666666666666665,6
2021_USA-WAS_30d_04,WAS,30,48.55,11.75,29,0.994544244,1,0,0.994544244,1.0054856845564328,0.005455756000000034,30,-5.211084080848626,0,0,0,0,0,99,1,Pacific,11.743333333333332,29.933333333333334,0.06666666666666665,6
2021_USA-WAS_30d_05,WAS,30,48.55,11.75,29,0.997683146,2,0,0.997683146,1.0023222342777753,0.002316854000000035,30,-6.067545048033439,0,0,0,0,0,99,1,Pacific,11.743333333333332,29.933333333333334,0.06666666666666665,6
2021_USA-WAS_30d_06,WAS,30,48.55,11.75,29,0.999,1,0,0.999,1.001001001001001,0.0010000000000000009,30,-6.907755278982136,0,0,0,0,0,99,1,Pacific,11.743333333333332,29.933333333333334,0.06666666666666665,6
2021_USA-WAS_60d_07,WAS,60,48.55,12.28,30.1,0.998283327,2,0.6365142,0.998283327,1.0017196250338658,0.001716673000000002,60,-6.367367163661018,0,0,0,0,0,97,3,Pacific,11.743333333333332,29.933333333333334,0.06666666666666665,6
2021_USA-WAS_60d_08,WAS,60,48.55,12.28,30.1,0.99643987999999994,3,0.6931472,0.99643987999999994,1.0035728397382089,0.0035601200000000555,60,-5.637961026821111,0,0,0,0,0,96,4,Pacific,11.743333333333332,29.933333333333334,0.06666666666666665,6
2021_USA-WAS_60d_09,WAS,60,48.55,12.28,30.1,NA,1,0.6365142,NA,NA,NA,60,NA,0,0,0,0,0,97,3,Pacific,11.743333333333332,29.933333333333334,0.06666666666666665,6
2021_USA-WAS_60d_10,WAS,60,48.55,12.28,30.1,0.999269185,1,0,0.999269185,1.0007313494811712,7.308150000000513e-4,60,-7.2213502082194365,0,0,0,0,0,99,1,Pacific,11.743333333333332,29.933333333333334,0.06666666666666665,6
2021_USA-WAS_60d_11,WAS,60,48.55,12.28,30.1,0.996149249,2,0,0.996149249,1.0038656366040186,0.0038507509999999856,60,-5.5594870847700735,0,0,0,0,0,97,3,Pacific,11.743333333333332,29.933333333333334,0.06666666666666665,6
2021_USA-WAS_60d_12,WAS,60,48.55,12.28,30.1,NA,2,0.4505612,NA,NA,NA,60,NA,0,0,1,0,0,94,6,Pacific,11.743333333333332,29.933333333333334,0.06666666666666665,6
2021_USA-WAS_90d_13,WAS,90,48.55,11.2,30.7,0.87770535,2,0,0.87770535,1.1393345158486272,0.12229464999999995,90,-2.1013219821354623,0,0,0,0,0,88,12,Pacific,11.743333333333332,29.933333333333334,0.06666666666666665,6
2021_USA-WAS_90d_14,WAS,90,48.55,11.2,30.7,0.967341953,3,0,0.967341953,1.0337606023378993,0.03265804699999997,90,-3.4216639911457283,0,0,0,0,0,94,6,Pacific,11.743333333333332,29.933333333333334,0.06666666666666665,6
2021_USA-WAS_90d_15,WAS,90,48.55,11.2,30.7,0.996753353,2,0,0.996753353,1.0032572220501976,0.0032466469999999914,90,-5.730132507509019,0,0,0,0,0,96,4,Pacific,11.743333333333332,29.933333333333334,0.06666666666666665,6
2021_USA-WAS_90d_16,WAS,90,48.55,11.2,30.7,0.974715681,3,0,0.974715681,1.025940199273351,0.025284319000000055,90,-3.6775708777770952,0,0,0,0,0,96,4,Pacific,11.743333333333332,29.933333333333334,0.06666666666666665,6
2021_USA-WAS_90d_17,WAS,90,48.55,11.2,30.7,0.954706056,4,1.0397208,0.954706056,1.0474428162630194,0.045293943999999975,90,-3.094581941964207,0,0,1,0,0,96,4,Pacific,11.743333333333332,29.933333333333334,0.06666666666666665,6
2021_USA-WAS_90d_18,WAS,90,48.55,11.2,30.7,0.950787019,3,0,0.950787019,1.0517602575724692,0.049212981000000044,90,-3.011597848820497,0,0,0,0,0,90,10,Pacific,11.743333333333332,29.933333333333334,0.06666666666666665,6
